# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_FIRST_OCCURRENCE 23211 11 77 66306 6955930 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/typeshed/stdlib/2and3/xml/dom/expatbuilder.pyi
DUPTYPE_WITHIN_SAME_TREE -23211 11 77 66306 6955925 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/typeshed/stdlib/2and3/xml/dom/xmlbuilder.pyi
DUPTYPE_WITHIN_SAME_TREE -23211 11 77 66306 6955926 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/typeshed/stdlib/2and3/xml/dom/pulldom.pyi
DUPTYPE_WITHIN_SAME_TREE -23211 11 77 66306 6955927 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/typeshed/stdlib/2and3/xml/dom/minicompat.pyi
DUPTYPE_FIRST_OCCURRENCE 22197 10 78 66306 6955405 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/typeshed/stdlib/2/distutils/bcppcompiler.pyi
DUPTYPE_WITHIN_SAME_TREE -22197 10 78 66306 6955693 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/typeshed/stdlib/3/distutils/bcppcompiler.pyi
DUPTYPE_FIRST_OCCURRENCE 22214 10 78 66306 6955397 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/typeshed/stdlib/2/distutils/msvccompiler.pyi
DUPTYPE_WITHIN_SAME_TREE -22214 10 78 66306 6955685 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/typeshed/stdlib/3/distutils/msvccompiler.pyi
DUPTYPE_FIRST_OCCURRENCE 22218 10 79 66306 6955410 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/typeshed/stdlib/2/distutils/unixccompiler.pyi
DUPTYPE_WITHIN_SAME_TREE -22218 10 79 66306 6955698 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/typeshed/stdlib/3/distutils/unixccompiler.pyi
DUPTYPE_FIRST_OCCURRENCE 22442 10 81 66306 6956666 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/typeshed/third_party/2and3/backports/ssl_match_hostname.pyi
DUPTYPE_WITHIN_SAME_TREE -22442 14 81 66306 6956520 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/typeshed/third_party/2and3/requests/packages/urllib3/packages/ssl_match_hostname/_implementation.pyi
DUPTYPE_FIRST_OCCURRENCE 23136 11 85 66306 6956836 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/django-stubs/django-stubs/core/management/commands/testserver.pyi
DUPTYPE_WITHIN_SAME_TREE -23136 12 85 66306 6957168 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/django-stubs/django-stubs/contrib/sitemaps/management/commands/ping_google.pyi
DUPTYPE_WITHIN_SAME_TREE -23136 12 85 66306 6957159 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/django-stubs/django-stubs/contrib/sessions/management/commands/clearsessions.pyi
DUPTYPE_FIRST_OCCURRENCE 10924 3 87 66306 6830132 1 ./Kids_Vids_Jango/auth_app/templates/Error.html
DUPTYPE_WITHIN_SAME_TREE -10924 3 87 66306 6830172 1 ./Kids_Vids_Jango/open_seleted_channels/templates/Error.html
DUPTYPE_FIRST_OCCURRENCE 11184 5 92 66306 6957675 1 ./Virtual_env/lib/python3.8/site-packages/Pygments-2.11.2.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11184 5 92 66306 6954696 1 ./Virtual_env/lib/python3.8/site-packages/prompt_toolkit-3.0.29.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11184 5 92 66306 6957659 1 ./Virtual_env/lib/python3.8/site-packages/stack_data-0.2.0.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11184 5 92 66306 6957611 1 ./Virtual_env/lib/python3.8/site-packages/pure_eval-0.2.2.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11184 5 92 66306 6958407 1 ./Virtual_env/lib/python3.8/site-packages/ipython-8.2.0.dist-info/WHEEL
DUPTYPE_FIRST_OCCURRENCE 11365 5 92 66306 6950280 1 ./Virtual_env/lib/python3.8/site-packages/h11-0.12.0.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11365 5 92 66306 6954413 1 ./Virtual_env/lib/python3.8/site-packages/trio_websocket-0.9.2.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11365 5 92 66306 6954396 1 ./Virtual_env/lib/python3.8/site-packages/trio-0.19.0.dist-info/WHEEL
DUPTYPE_FIRST_OCCURRENCE 11311 5 92 66306 6958998 1 ./Virtual_env/lib/python3.8/site-packages/charset_normalizer-2.0.9.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11311 5 92 66306 6958392 1 ./Virtual_env/lib/python3.8/site-packages/matplotlib_inline-0.1.3.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11311 5 92 66306 6959164 1 ./Virtual_env/lib/python3.8/site-packages/proglog-0.1.9.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11311 5 92 66306 6958323 1 ./Virtual_env/lib/python3.8/site-packages/traitlets-5.1.1.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11311 5 92 66306 6959490 1 ./Virtual_env/lib/python3.8/site-packages/imageio-2.13.5.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11311 5 92 66306 6954389 1 ./Virtual_env/lib/python3.8/site-packages/moviepy-1.0.3.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11311 5 92 66306 6954071 1 ./Virtual_env/lib/python3.8/site-packages/idna-3.3.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11311 5 92 66306 6830645 1 ./Virtual_env/lib/python3.8/site-packages/soupsieve-2.3.1.dist-info/WHEEL
DUPTYPE_FIRST_OCCURRENCE 11810 5 92 66306 6954116 1 ./Virtual_env/lib/python3.8/site-packages/sniffio-1.2.0.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11810 5 92 66306 6950287 1 ./Virtual_env/lib/python3.8/site-packages/wsproto-1.0.0.dist-info/WHEEL
DUPTYPE_FIRST_OCCURRENCE 23127 11 103 66306 6956787 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/django-stubs/django-stubs/core/mail/backends/console.pyi
DUPTYPE_WITHIN_SAME_TREE -23127 11 103 66306 6956789 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/django-stubs/django-stubs/core/mail/backends/locmem.pyi
DUPTYPE_WITHIN_SAME_TREE -23127 11 103 66306 6956785 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/django-stubs/django-stubs/core/mail/backends/filebased.pyi
DUPTYPE_WITHIN_SAME_TREE -23127 11 103 66306 6956784 1 ./Virtual_env/lib/python3.8/site-packages/jedi/third_party/django-stubs/django-stubs/core/mail/backends/dummy.pyi
DUPTYPE_FIRST_OCCURRENCE 11858 5 110 66306 6959042 1 ./Virtual_env/lib/python3.8/site-packages/tqdm-4.62.3.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11858 5 110 66306 6959521 1 ./Virtual_env/lib/python3.8/site-packages/urllib3-1.26.7.dist-info/WHEEL
DUPTYPE_FIRST_OCCURRENCE 11239 5 110 66306 6954009 1 ./Virtual_env/lib/python3.8/site-packages/attrs-21.2.0.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11239 5 110 66306 6950933 1 ./Virtual_env/lib/python3.8/site-packages/six-1.16.0.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11239 5 110 66306 6959006 1 ./Virtual_env/lib/python3.8/site-packages/requests-2.26.0.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11239 5 110 66306 6951034 1 ./Virtual_env/lib/python3.8/site-packages/python_dateutil-2.8.2.dist-info/WHEEL
DUPTYPE_FIRST_OCCURRENCE 11426 5 110 66306 6957603 1 ./Virtual_env/lib/python3.8/site-packages/jedi-0.18.1.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11426 5 110 66306 6957395 1 ./Virtual_env/lib/python3.8/site-packages/pyOpenSSL-21.0.0.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11426 5 110 66306 6830631 1 ./Virtual_env/lib/python3.8/site-packages/pip-20.0.2.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11426 5 110 66306 6955164 1 ./Virtual_env/lib/python3.8/site-packages/parso-0.8.3.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11426 5 110 66306 6947016 1 ./Virtual_env/lib/python3.8/site-packages/pkg_resources-0.0.0.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11426 5 110 66306 6954688 1 ./Virtual_env/lib/python3.8/site-packages/wcwidth-0.2.5.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11426 5 110 66306 6830411 1 ./Virtual_env/lib/python3.8/site-packages/setuptools-44.0.0.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11426 5 110 66306 6954427 1 ./Virtual_env/lib/python3.8/site-packages/pycparser-2.21.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11426 5 110 66306 6948989 1 ./Virtual_env/lib/python3.8/site-packages/pytz-2021.3.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11426 5 110 66306 6954027 1 ./Virtual_env/lib/python3.8/site-packages/sortedcontainers-2.4.0.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11426 5 110 66306 6954034 1 ./Virtual_env/lib/python3.8/site-packages/outcome-1.1.0.dist-info/WHEEL
DUPTYPE_FIRST_OCCURRENCE 11583 5 110 66306 6954680 1 ./Virtual_env/lib/python3.8/site-packages/pickleshare-0.7.5.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11583 5 110 66306 6948971 1 ./Virtual_env/lib/python3.8/site-packages/youtube_dl-2021.6.6.dist-info/WHEEL
DUPTYPE_FIRST_OCCURRENCE 11196 5 110 66306 6957618 1 ./Virtual_env/lib/python3.8/site-packages/asttokens-2.0.5.dist-info/WHEEL
DUPTYPE_WITHIN_SAME_TREE -11196 5 110 66306 6958379 1 ./Virtual_env/lib/python3.8/site-packages/pexpect-4.8.0.dist-info/WHEEL
